"PostOfficeName","Pincode","DistrictsName","City","State"
"Alahdadpur","273001","Gorakhpur","Gorakhpur","Uttar Pradesh"
"Alambagh","226005","Lucknow","Lucknow","Uttar Pradesh"
"Alamnagar","261001","Sitapur","Sitapur","Uttar Pradesh"
"Aliabad","225401","Barabanki","Barabanki","Uttar Pradesh"
"Aliganj","210001","Banda","Aliganj","Uttar Pradesh"
"Aliganj","243305","Bareilly","Aliganj","Uttar Pradesh"
"Aliganj","207247","Etwah","Aliganj","Uttar Pradesh"
"Aliganj Bazar","227805","Etah","Etah","Uttar Pradesh"
"Aliganj Extension","226020","Lucknow","Lucknow","Uttar Pradesh"
"Aligarh","202001","Aligarh","Aligarh","Uttar Pradesh"
"Aligarh","202001","Aligarh","Aligarh","Uttar Pradesh"
"Aligarh City","202001","Aligarh","Aligarh","Uttar Pradesh"
"Aligarh Dairy Farm","202122","Aligarh","Aligarh","Uttar Pradesh"
"Aligarh Fatehgarh","209621","Farukhabad","Farukhabad","Uttar Pradesh"
"Aligarh Industrial Estate","202001","Aligarh","Aligarh","Uttar Pradesh"
"Alinagar","273001","Gorakhpur","Gorakhpur","Uttar Pradesh"
"Alinagar","232112","Varanasi","Varanasi","Uttar Pradesh"
"Alipur Kheri","251301","Muzaffarnagar","Muzaffarnagar","Uttar Pradesh"
"Allahabad","211001","Allahabad","Allahabad","Uttar Pradesh"
"Allahabad","211001","Allahabad","Allahabad","Uttar Pradesh"
"Allahabad","211002","Allahabad","Allahabad","Uttar Pradesh"
"Allahabad","242222","Shahjahanpur","Allahabad","Uttar Pradesh"
"Allahabad City","211003","Allahabad","Allahabad","Uttar Pradesh"
"Allahabad Fort","211005","Allahabad","Allahabad","Uttar Pradesh"
"Allahabad High Court","211001","Allahabad","Allahabad","Uttar Pradesh"
"Allahabad New Cantt","211001","Allahabad","Allahabad","Uttar Pradesh"
"Allahabad University","211002","Allahabad","Allahabad","Uttar Pradesh"
"Allahapur","211006","Allahabad","Allahabad","Uttar Pradesh"
"Allahpur","243631","Badaun","Badaun","Uttar Pradesh"
"Allenganj","211002","Allahabad","Allahabad","Uttar Pradesh"
"Alopi Bagh","211006","Allahabad","Allahabad","Uttar Pradesh"
"Amaniganj","224121","Faizabad","Faizabad","Uttar Pradesh"
"Amanpur","207241","Chitrakoot","Amanpur","Uttar Pradesh"
"Amargarh","230124","Pratapgarh","Pratapgarh","Uttar Pradesh"
"Amaria","262121","Pilibhit","Pilibhit","Uttar Pradesh"
"Amauli","212631","Fatehpur","Fatehpur","Uttar Pradesh"
"Amaura","232334","Ghazipur","Ghazipur","Uttar Pradesh"
"Amausi","226009","Lucknow","Lucknow","Uttar Pradesh"
"Amawar","231212","Sonbhadra","Sonbhadra","Uttar Pradesh"
"Amba","285252","Jalaun","Jalaun","Uttar Pradesh"
"Ambari","223222","Azamgarh","Azamgarh","Uttar Pradesh"
"Ambehta","247340","Saharanpur","Ambehta","Uttar Pradesh"
"Amberganj","226003","Lucknow","Lucknow","Uttar Pradesh"
"Amethi","227120","Lucknow","Amethi","Uttar Pradesh"
"Amethi","227405","Sultanpur","Amethi","Uttar Pradesh"
"Amila","275301","Chitrakoot","Amila","Uttar Pradesh"
"Amilo","276401","Azamgarh","Amilo","Uttar Pradesh"
"Aminabad","226018","Lucknow","Lucknow","Uttar Pradesh"
"Aminabad Park","226001","Lucknow","Lucknow","Uttar Pradesh"
"Aminagar Sarai","250604","Meerut","Aminagar Sarai","Uttar Pradesh"
"Amitco","211002","Allahabad","Allahabad","Uttar Pradesh"
"Amorha","272127","Basti","Basti","Uttar Pradesh"
"Amraudha","209112","Kanpur","Amraudha","Uttar Pradesh"
"Amrit Nagar","201012","Ghaziabad","Ghaziabad","Uttar Pradesh"
"Amritnagar","229001","Raibareilly","Raibareilly","Uttar Pradesh"
"Amritpur","209622","Farukhabad","Farukhabad","Uttar Pradesh"
"Amroha","244221","Moradabad","Amroha","Uttar Pradesh"
"Amroha Bazar","244221","Moradabad","Moradabad","Uttar Pradesh"
"Anai","221201","Varanasi","Varanasi","Uttar Pradesh"
"Anajmandi","250001","Meerut","Meerut","Uttar Pradesh"
"Anand Nagar","273155","Gorakhpur","Gorakhpur","Uttar Pradesh"
"Anand Nagar","226005","Lucknow","Lucknow","Uttar Pradesh"
"Anapur","229411","Allahabad","Allahabad","Uttar Pradesh"
"Antu","230501","Pratapgarh","Antu","Uttar Pradesh"
"Anupshahr","202390","Bulandshahr","Anupshahr","Uttar Pradesh"
"Anwarganj","208003","Kanpur","Kanpur","Uttar Pradesh"
"Aonla","243301","Bareilly","Aonla","Uttar Pradesh"
"Aonla Estate","243301","Bareilly","Bareilly","Uttar Pradesh"
"Ardali Bazar","221002","Varanasi","Varanasi","Uttar Pradesh"
"Aring","281501","Mathura","Mathura","Uttar Pradesh"
"Arjunpur","204103","Aligarh","Aligarh","Uttar Pradesh"
"Armapur","208039","Kanpur","Kanpur","Uttar Pradesh"
"Armapur Estate","208039","Kanpur","Armapur Estate","Uttar Pradesh"
"Army Clothing Factory","242001","Shahjahanpur","Shahjahanpur","Uttar Pradesh"
"Arogya","273003","Gorakhpur","Gorakhpur","Uttar Pradesh"
"Arunanagar","207001","Etwah","Etwah","Uttar Pradesh"
"Arya Nagar","226004","Lucknow","Lucknow","Uttar Pradesh"
"Arya Nagar Employment Exch","208002","Kanpur","Kanpur","Uttar Pradesh"
"Asafpur","243632","Badaun","Badaun","Uttar Pradesh"
"Asar","221210","Varanasi","Varanasi","Uttar Pradesh"
"Asgharipur","246748","Bijnore","Bijnore","Uttar Pradesh"
"Asharam","277001","Ballia","Ballia","Uttar Pradesh"
"Ashok Nagar Chauki-Jarib","208012","Kanpur","Kanpur","Uttar Pradesh"
"Asmoli","244304","Moradabad","Moradabad","Uttar Pradesh"
"Assi","221005","Varanasi","Varanasi","Uttar Pradesh"
"Ata","285202","Jalaun","Jalaun","Uttar Pradesh"
"Ataula","227814","Sultanpur","Sultanpur","Uttar Pradesh"
"Ateha","230125","Pratapgarh","Pratapgarh","Uttar Pradesh"
"Atrampur","229412","Allahabad","Allahabad","Uttar Pradesh"
"Atrasuma","228121","Sultanpur","Sultanpur","Uttar Pradesh"
"Atrauli","202280","Aligarh","Atrauli","Uttar Pradesh"
"Atraulia","223223","Sant Kabir Nagar","Atraulia","Uttar Pradesh"
"Attarra","210201","Banda","Banda","Uttar Pradesh"
"Attarsuiya","211003","Allahabad","Allahabad","Uttar Pradesh"
"Aurai","221301","Varanasi","Varanasi","Uttar Pradesh"
"Auraiya","206122","Etwah","Auraiya","Uttar Pradesh"
"Aurangabad","245401","Bulandshahr","Aurangabad","Uttar Pradesh"
"Aurangabad","221001","Jyotiba Phule Nagar","Aurangabad","Uttar Pradesh"
"Aurangabad","262728","Kheri","Aurangabad","Uttar Pradesh"
"Aurangabad","261403","Sitapur","Aurangabad","Uttar Pradesh"
"Aurihar","233221","Ghazipur","Ghazipur","Uttar Pradesh"
"Aushadhalaya","211003","Allahabad","Allahabad","Uttar Pradesh"
"Awagarh","207301","Etwah","Awagarh","Uttar Pradesh"
"Awas Vikas Colony","226017","Lucknow","Lucknow","Uttar Pradesh"
"Ayodhya","224123","Faizabad","Ayodhya","Uttar Pradesh"
"Ayrvedic University","284001","Jhansi","Jhansi","Uttar Pradesh"
"Azamgarh","276001","Azamgarh","Azamgarh","Uttar Pradesh"
"Azamgarh","276001","Azamgarh","Azamgarh","Uttar Pradesh"
"Azamgarh City","276001","Azamgarh","Azamgarh","Uttar Pradesh"
"Azamgarh Estate","276124","Azamgarh","Azamgarh","Uttar Pradesh"
"Azamgarh Kote","276001","Azamgarh","Azamgarh","Uttar Pradesh"
"Azamgarh Kutchery","276001","Azamgarh","Azamgarh","Uttar Pradesh"
"Azamgarh R S","276001","Azamgarh","Azamgarh","Uttar Pradesh"
"Azmatpur","242411","Shahjahanpur","Shahjahanpur","Uttar Pradesh"
"B B Bagar","245402","Bulandshahr","Bulandshahr","Uttar Pradesh"
"B C Lines","250001","Meerut","Meerut","Uttar Pradesh"
"B E L P & Co","221001","Varanasi","Varanasi","Uttar Pradesh"
"B G Pur","233201","Ghazipur","Ghazipur","Uttar Pradesh"
"B N Shula & Sons","208001","Kanpur","Kanpur","Uttar Pradesh"
"B P Oil Mills","282003","Agra","Agra","Uttar Pradesh"
"Babai","285187","Jalaun","Jalaun","Uttar Pradesh"
"Babatpur Aeordrome","221006","Varanasi","Varanasi","Uttar Pradesh"
"Babatpur R S","221202","Varanasi","Varanasi","Uttar Pradesh"
"Babban Jot","271312","Gonda","Gonda","Uttar Pradesh"
"Baberu","210121","Banda","Baberu","Uttar Pradesh"
"Babhnan","272161","Basti","Basti","Uttar Pradesh"
"Babina","285241","Jalaun","Babina","Uttar Pradesh"
"Babrala","202521","Badaun","Babrala","Uttar Pradesh"
"Babri","251305","Muzaffarnagar","Muzaffarnagar","Uttar Pradesh"
"Babu Ram Market","243601","Badaun","Badaun","Uttar Pradesh"
"Babuganj","230126","Pratapgarh","Pratapgarh","Uttar Pradesh"
"Babugarh","245201","Ghaziabad","Babugarh","Uttar Pradesh"
"Babupurwa","208011","Kanpur","Kanpur","Uttar Pradesh"
"Baburi","232102","Chandauli","Chandauli","Uttar Pradesh"
"Bachhrawan","229301","Raibareilly","Bachhrawan","Uttar Pradesh"
"Bachhubban","236488","Ghazipur","Ghazipur","Uttar Pradesh"
"Bachraon","244225","Varanasi","Varanasi","Uttar Pradesh"
"Badaria","207404","Etwah","Etwah","Uttar Pradesh"
"Badausa","210202","Banda","Banda","Uttar Pradesh"
"Badiapur","222125","Jaunpur","Jaunpur","Uttar Pradesh"
"Badshahi Bagh","247122","Saharanpur","Saharanpur","Uttar Pradesh"
"Bagh","282002","Agra","Agra","Uttar Pradesh"
"Baghauli","241122","Hardoi","Hardoi","Uttar Pradesh"
"Baghera","251306","Muzaffarnagar","Muzaffarnagar","Uttar Pradesh"
"Baghpat","250609","Baghpat","Baghpat","Uttar Pradesh"
"Bagpatgate","250002","Meerut","Meerut","Uttar Pradesh"
"Bah","283104","Agra","Bah","Uttar Pradesh"
"Bahadurabad","249402","Saharanpur","Saharanpur","Uttar Pradesh"
"Bahadurganj","275201","Ghazipur","Bahadurganj","Uttar Pradesh"
"Bahadurganj","242001","Shahjahanpur","Bahadurganj","Uttar Pradesh"
"Bahadurganj Chowk","211003","Allahabad","Allahabad","Uttar Pradesh"
"Bahadurgarh","245208","Ghaziabad","Ghaziabad","Uttar Pradesh"
"Bahadurpur","276208","Azamgarh","Azamgarh","Uttar Pradesh"
"Bahail","247120","Saharanpur","Saharanpur","Uttar Pradesh"
"Bahendar","241201","Hardoi","Hardoi","Uttar Pradesh"
"Baheri","243201","Bareilly","Baheri","Uttar Pradesh"
"Baheriabad","275208","Ghazipur","Ghazipur","Uttar Pradesh"
"Bahina Cantt","284401","Jhansi","Jhansi","Uttar Pradesh"
"Bahjoi","202410","Moradabad","Bahjoi","Uttar Pradesh"
"Bahna","212663","Fatehpur","Fatehpur","Uttar Pradesh"
"Bahraich","271801","Bahraich","Bahraich","Uttar Pradesh"
"Bahraich City","271801","Bahraich","Bahraich","Uttar Pradesh"
"Bahrampur","212622","Fatehpur","Fatehpur","Uttar Pradesh"
"Bairia","277201","Ballia","Ballia","Uttar Pradesh"
"Bairia","271601","Gonda","Gonda","Uttar Pradesh"
"Baitalpur","274201","Deoria","Deoria","Uttar Pradesh"
"Bajardhiha","221109","Varanasi","Varanasi","Uttar Pradesh"
"Bajhera","242303","Shahjahanpur","Shahjahanpur","Uttar Pradesh"
"Bajna","281201","Mathura","Bajna","Uttar Pradesh"
"Bajoria Marg","247001","Saharanpur","Saharanpur","Uttar Pradesh"
"Bakewar","206124","Etwah","Bakewar","Uttar Pradesh"
"Bakhira","272159","Basti","Basti","Uttar Pradesh"
"Baksa","222108","Jaunpur","Jaunpur","Uttar Pradesh"
"Bakshi Ka Talab Airport","227208","Lucknow","Lucknow","Uttar Pradesh"
"Balawali","246723","Bijnore","Bijnore","Uttar Pradesh"
"Baldeo","281301","Mathura","Baldeo","Uttar Pradesh"
"Baleni","250626","Baghpat","Baghpat","Uttar Pradesh"
"Balgati","243001","Bareilly","Bareilly","Uttar Pradesh"
"Baliaganj","230143","Pratapgarh","Pratapgarh","Uttar Pradesh"
"Ballia","277001","Ballia","Ballia","Uttar Pradesh"
"Ballia City","277001","Ballia","Ballia","Uttar Pradesh"
"Balpur","271125","Gonda","Gonda","Uttar Pradesh"
"Balrampur","271201","Ambedkar Nagar","Balrampur","Uttar Pradesh"
"Balrampur City","271201","Gonda","Gonda","Uttar Pradesh"
"Balrampur Degree College","271201","Gonda","Gonda","Uttar Pradesh"
"Balua","232114","Varanasi","Varanasi","Uttar Pradesh"
"Balwarganj","222201","Jaunpur","Jaunpur","Uttar Pradesh"
"Bamanpuri","243001","Bareilly","Bareilly","Uttar Pradesh"
"Bamnauli","250602","Meerut","Meerut","Uttar Pradesh"
"Bamrauli","211012","Allahabad","Allahabad","Uttar Pradesh"
"Bamrauli Airport","211012","Allahabad","Allahabad","Uttar Pradesh"
"Banda","210001","Banda","Banda","Uttar Pradesh"
"Banda","210001","Banda","Banda","Uttar Pradesh"
"Banda","242402","Shahjahanpur","Banda","Uttar Pradesh"
"Banda City","210001","Banda","Banda","Uttar Pradesh"
"Bandhu Subash Road","202001","Aligarh","Aligarh","Uttar Pradesh"
"Bandipur","224125","Hathras","Hathras","Uttar Pradesh"
"Bangarmau","241501","Unnao","Bangarmau","Uttar Pradesh"
"Bangra","285121","Jalaun","Jalaun","Uttar Pradesh"
"Bank Road","273001","Gorakhpur","Gorakhpur","Uttar Pradesh"
"Bankat","276125","Azamgarh","Azamgarh","Uttar Pradesh"
"Bankatwa","271001","Gonda","Gonda","Uttar Pradesh"
"Bankers Street","250001","Meerut","Meerut","Uttar Pradesh"
"Bankeyganj","262801","Kheri","Kheri","Uttar Pradesh"
"Banki","225001","Barabanki","Banki","Uttar Pradesh"
"Banna Devi","202001","Aligarh","Aligarh","Uttar Pradesh"
"Banpur","284402","Lalitpur","Lalitpur","Uttar Pradesh"
"Banreri","222127","Jaunpur","Jaunpur","Uttar Pradesh"
"Bansdih","277202","Ballia","Bansdih","Uttar Pradesh"
"Bansdih Road R S","277203","Ballia","Ballia","Uttar Pradesh"
"Bansgaon","273403","Gorakhpur","Bansgaon","Uttar Pradesh"
"Bansgaon Azamgargh","276126","Azamgarh","Azamgarh","Uttar Pradesh"
"Bansi","272153","Basti","Bansi","Uttar Pradesh"
"Bansi","284122","Siddharthnagar","Bansi","Uttar Pradesh"
"Banthra","227101","Lucknow","Lucknow","Uttar Pradesh"
"Baoli","250621","Meerut","Meerut","Uttar Pradesh"
"Baoni State","285203","Jalaun","Jalaun","Uttar Pradesh"
"Bapu Nagar","262411","Bareilly","Bareilly","Uttar Pradesh"
"Bara","229501","Ghazipur","Ghazipur","Uttar Pradesh"
"Bara","232325","Ghazipur","Ghazipur","Uttar Pradesh"
"Bara Banki Sugar Mills","225002","Barabanki","Barabanki","Uttar Pradesh"
"Bara Bazar","284001","Jhansi","Jhansi","Uttar Pradesh"
"Bara Bazar","205135","Mainpuri","Mainpuri","Uttar Pradesh"
"Bara Bazar","202412","Moradabad","Moradabad","Uttar Pradesh"
"Bara Bazar","247776","Muzaffarnagar","Muzaffarnagar","Uttar Pradesh"
"Bara Chawar","233229","Ghazipur","Ghazipur","Uttar Pradesh"
"Barabanki","225001","Barabanki","Barabanki","Uttar Pradesh"
"Barabanki Bazar","225001","Barabanki","Barabanki","Uttar Pradesh"
"Barabanki City","225001","Barabanki","Barabanki","Uttar Pradesh"
"Barabanki Collectorate","225001","Barabanki","Barabanki","Uttar Pradesh"
"Barabanki Sugar Mills","225001","Barabanki","Barabanki","Uttar Pradesh"
"Baragaon","224126","Faizabad","Baragaon","Uttar Pradesh"
"Baragaon","222102","Jaunpur","Baragaon","Uttar Pradesh"
"Baragaon","284121","Jhansi","Baragaon","Uttar Pradesh"
"Baragaon","221204","Varanasi","Baragaon","Uttar Pradesh"
"Barai","229418","Kannauj","Kannauj","Uttar Pradesh"
"Baransa","228820","Sultanpur","Sultanpur","Uttar Pradesh"
"Barauli","271806","Bahraich","Bahraich","Uttar Pradesh"
"Baraut","221502","Allahabad","Baraut","Uttar Pradesh"
"Baraut","250611","Meerut","Baraut","Uttar Pradesh"
"Barawn","241401","Hardoi","Hardoi","Uttar Pradesh"
"Bardah","276301","Azamgarh","Azamgarh","Uttar Pradesh"
"Bareilly","243001","Bareilly","Bareilly","Uttar Pradesh"
"Bareilly","243001","Bareilly","Bareilly","Uttar Pradesh"
"Bareilly","243124","Bareilly","Bareilly","Uttar Pradesh"
"Bareilly Cantt","243001","Bareilly","Bareilly","Uttar Pradesh"
"Bareilly City","243001","Bareilly","Bareilly","Uttar Pradesh"
"Bareilly R S","243001","Bareilly","Bareilly","Uttar Pradesh"
"Barewda","242232","Shahjahanpur","Shahjahanpur","Uttar Pradesh"
"Bargadi Kot","271311","Gonda","Gonda","Uttar Pradesh"
"Bargaon","271002","Gonda","Gonda","Uttar Pradesh"
"Barh","284123","Lalitpur","Lalitpur","Uttar Pradesh"
"Barha Bazar","221407","Varanasi","Varanasi","Uttar Pradesh"
"Barhaj","274601","Deoria","Deoria","Uttar Pradesh"
"Barhalganj","273402","Gorakhpur","Barhalganj","Uttar Pradesh"
"Barhan","283201","Agra","Agra","Uttar Pradesh"
"Barhapur","246724","Bijnore","Bijnore","Uttar Pradesh"
"Barhawi","232113","Varanasi","Varanasi","Uttar Pradesh"
"Barhi","273405","Gorakhpur","Gorakhpur","Uttar Pradesh"
"Barhni","272201","Basti","Basti","Uttar Pradesh"
"Barhpur","209601","Farukhabad","Farukhabad","Uttar Pradesh"
"Bari","209209","Kanpur","Kanpur","Uttar Pradesh"
"Baria Bazar","284001","Jhansi","Jhansi","Uttar Pradesh"
"Bariayawan","224210","Faizabad","Faizabad","Uttar Pradesh"
"Bark Ara","222304","Sultanpur","Sultanpur","Uttar Pradesh"
"Barkhera","262203","Pilibhit","Barkhera","Uttar Pradesh"
"Barla","202119","Aligarh","Aligarh","Uttar Pradesh"
"Barla","221107","Varanasi","Varanasi","Uttar Pradesh"
"Barlokpur","206123","Etwah","Etwah","Uttar Pradesh"
"Barnahal","205261","Mainpuri","Mainpuri","Uttar Pradesh"
"Barnapur","271825","Bahraich","Bahraich","Uttar Pradesh"
"Barracks","282001","Agra","Agra","Uttar Pradesh"
"Barsana","281405","Mathura","Barsana","Uttar Pradesh"
"Barsathi","222162","Jaunpur","Jaunpur","Uttar Pradesh"
"Barthara Kalan","221111","Varanasi","Varanasi","Uttar Pradesh"
"Baru","224127","Faizabad","Faizabad","Uttar Pradesh"
"Barwa","210502","Hamirpur","Hamirpur","Uttar Pradesh"
"Barwa Sagar","284201","Jhansi","Jhansi","Uttar Pradesh"
"Basant Nagar","221110","Varanasi","Varanasi","Uttar Pradesh"
"Basara","251310","Muzaffarnagar","Muzaffarnagar","Uttar Pradesh"
"Basat College","221001","Varanasi","Varanasi","Uttar Pradesh"
"Basharatpur","273004","Gorakhpur","Gorakhpur","Uttar Pradesh"
"Baskhari","224129","Faizabad","Faizabad","Uttar Pradesh"
"Basntpur","277301","Ballia","Ballia","Uttar Pradesh"
"Basrehar","206253","Etwah","Etwah","Uttar Pradesh"
"Basti","272001","Basti","Basti","Uttar Pradesh"
"Basti","272001","Basti","Basti","Uttar Pradesh"
"Basti Bus Stand","272002","Basti","Basti","Uttar Pradesh"
"Basti Khurd","211006","Allahabad","Allahabad","Uttar Pradesh"
"Basti Sugar Factory","272003","Basti","Basti","Uttar Pradesh"
"Baswan","202145","Aligarh","Aligarh","Uttar Pradesh"
"Bawana","224212","Faizabad","Faizabad","Uttar Pradesh"
"Baxipur","273001","Gorakhpur","Gorakhpur","Uttar Pradesh"
"Bazar","222128","Jaunpur","Jaunpur","Uttar Pradesh"
"Bazar Baldi","227806","Sultanpur","Sultanpur","Uttar Pradesh"
"Bazar Bhiyaun","224213","Faizabad","Faizabad","Uttar Pradesh"
"Bazar Goshian","276127","Azamgarh","Azamgarh","Uttar Pradesh"
"Bazaria","206001","Etwah","Etwah","Uttar Pradesh"
"Bazaza Bazar","209601","Farukhabad","Farukhabad","Uttar Pradesh"
"Bb Singh","271126","Gonda","Gonda","Uttar Pradesh"
"Begamganj","271402","Gonda","Gonda","Uttar Pradesh"
"Began Sarain","211015","Allahabad","Allahabad","Uttar Pradesh"
"Begum Bagh","250001","Meerut","Meerut","Uttar Pradesh"
"Behamari","277404","Ballia","Ballia","Uttar Pradesh"
"Behat","247121","Saharanpur","Saharanpur","Uttar Pradesh"
"Behjam","261501","Sitapur","Sitapur","Uttar Pradesh"
"Behta","229201","Raibareilly","Raibareilly","Uttar Pradesh"
"Bela","206251","Etwah","Etwah","Uttar Pradesh"
"Belanganj","282004","Agra","Agra","Uttar Pradesh"
"Belgaht","273404","Gorakhpur","Gorakhpur","Uttar Pradesh"
"Belgrra","224223","Faizabad","Faizabad","Uttar Pradesh"
"Belhari","228133","Sultanpur","Sultanpur","Uttar Pradesh"
"Belvedere","250001","Meerut","Meerut","Uttar Pradesh"
"Belwai","222101","Jaunpur","Jaunpur","Uttar Pradesh"
"Bengali Tola","221001","Varanasi","Varanasi","Uttar Pradesh"
"Beniganj","241304","Hardoi","Beniganj","Uttar Pradesh"
"Beruabar","277306","Ballia","Ballia","Uttar Pradesh"
"Bewar","206301","Etwah","Bewar","Uttar Pradesh"
"Bewar","210501","Hamirpur","Bewar","Uttar Pradesh"
"Bhadar","227406","Sultanpur","Sultanpur","Uttar Pradesh"
"Bhadera","232335","Ghazipur","Ghazipur","Uttar Pradesh"
"Bhadohi","221401","Sant Ravidas Nagar Bhadohi","Bhadohi","Uttar Pradesh"
"Bhadri","229406","Pratapgarh","Pratapgarh","Uttar Pradesh"
"Bhagalpur","274602","Deoria","Deoria","Uttar Pradesh"
"Bhagwanpur","247661","Saharanpur","Saharanpur","Uttar Pradesh"
"Bhagwant Nagar","241303","Hardoi","Bhagwant Nagar","Uttar Pradesh"
"Bhagwant Nagar","229502","Unnao","Bhagwant Nagar","Uttar Pradesh"
"Bhaigaha","271827","Bahraich","Bahraich","Uttar Pradesh"
"Bhaitauli","273302","Gorakhpur","Gorakhpur","Uttar Pradesh"
"Bhalwani","274132","Deoria","Deoria","Uttar Pradesh"
"Bhamora","243401","Bareilly","Bareilly","Uttar Pradesh"
"Bhandia","261301","Sitapur","Sitapur","Uttar Pradesh"
"Bhankabana","224215","Faizabad","Faizabad","Uttar Pradesh"
"Bharamghat","225201","Barabanki","Barabanki","Uttar Pradesh"
"Bharat Heavy Electrical B","249403","Saharanpur","Saharanpur","Uttar Pradesh"
"Bharat Kund","224202","Faizabad","Faizabad","Uttar Pradesh"
"Bharat Nagar","201008","Ghaziabad","Ghaziabad","Uttar Pradesh"
"Bharatganj","212104","Allahabad","Bharatganj","Uttar Pradesh"
"Bharatpur","281001","Mathura","Mathura","Uttar Pradesh"
"Bharawan","241202","Hardoi","Hardoi","Uttar Pradesh"
